"id","osm_id","name","highway","z_order","xy_start","xy_end","length","distance","speed","travel_time","daytime"
67,20179148,"Via di Pratale","tertiary",3,"43.7223211,10.4158478","43.7224377,10.4154385",35.436,33,30,4,"night"
68,20179148,"Via di Pratale","tertiary",3,"43.7223211,10.4158478","43.7227235,10.4158145",51.934,49,35,5,"night"
69,20179148,"Via di Pratale","tertiary",3,"43.7207928,10.4212975","43.7223211,10.4158478",470.947,472,45,38,"night"
70,20179148,"Via di Pratale","tertiary",3,"43.7207273,10.4216654","43.7206263,10.4216372",46.652,10,36,1,"night"
71,25365523,"Via Pasquale Landi","residential",3,"43.7137633,10.4148855","43.7130799,10.4162781",138.311,396,14,105,"night"
72,18763216,"Via Giovanni Di Simone","tertiary",4,"43.7185484,10.407387","43.7165645,10.4074882",228.077,229,27,30,"night"
73,7997355,"Via Giuseppe Garibaldi","tertiary",4,"43.7155623,10.4126274","43.7147755,10.4089727",307.537,307,23,48,"night"
74,7997355,"Via Giuseppe Garibaldi","tertiary",4,"43.7188975,10.4192098","43.7185364,10.4195035",158.125,51,37,5,"night"
75,182850701,"Via Lucchese","tertiary",4,"43.7256677,10.4040832","43.7248799,10.4086442",381.417,382,33,42,"night"
76,22733272,"Via del Brennero","primary",7,"43.7282595,10.4170385","43.7247798,10.409756",712.303,710,61,42,"night"
77,22733272,"Via del Brennero","primary",7,"43.7231936,10.4033686","43.7244051,10.4084819",433.496,432,44,35,"night"
78,22887248,"Via San Zeno","tertiary",4,"43.7235612,10.4078944","43.7227183,10.406856",125.653,123,44,10,"night"
79,23041063,"Via Filippo Buonarroti","tertiary",4,"43.7227183,10.406856","43.719991,10.4073511",313.618,315,33,34,"night"
80,18500684,"Largo Bruno Pontecorvo","tertiary",4,"43.719991,10.4073511","43.7194857,10.4073934",56.289,57,41,5,"night"
81,23041063,"Via Filippo Buonarroti","tertiary",4,"43.7194857,10.4073934","43.7185484,10.407387",104.155,104,42,9,"night"
82,55804752,"Via Alberto Paparelli","secondary",6,"43.7244612,10.4099984","43.723107,10.4150306",432.512,428,53,29,"night"
83,914150576,"Via Mahatma Gandhi","tertiary",4,"43.7246497,10.4160267","43.7233343,10.4156571",153.622,152,42,13,"night"
84,153762364,"Via Angelo Battelli","residential",3,"43.7228517,10.413959","43.7203783,10.4119035",321.072,321,40,29,"night"
85,305150886,"Via Giuseppe Moruzzi","secondary",6,"43.720509,10.42203","43.719849,10.4232674",123.775,124,41,11,"night"
86,305150885,"Via Alessandro Volpi","secondary",6,"43.7205039,10.4215927","43.7194316,10.4203089",158.606,244,31,28,"night"
87,102841475,"Via Giuseppe Garibaldi","tertiary",4,"43.7155623,10.4126274","43.7183882,10.4185568",581.647,580,32,66,"night"
88,216688809,"Ponte della Fortezza","tertiary",24,"43.7139021,10.4085214","43.7131101,10.4078224",104.556,121,22,20,"night"
89,18504806,"Via Santa Marta","tertiary",4,"43.7139021,10.4085214","43.7147755,10.4089727",104.232,105,29,13,"night"
90,25365523,"Via Pasquale Landi","residential",3,"43.7130799,10.4162781","43.7137633,10.4148855",138.311,218,21,37,"night"
91,22756395,"Via Enrico Betti","residential",3,"43.7147767,10.4154706","43.71468606,10.4147375",59.941,61,44,5,"night"
92,22756394,"Largo Concetto Marchesi","residential",3,"43.7149967,10.4186284","43.7147767,10.4154706",255.747,258,30,31,"night"
93,586028856,"Via Guido De Ruggiero","tertiary",4,"43.7135666,10.4279586","43.7148018,10.4228048",440.926,440,36,44,"night"
94,586894648,"Via di Pratale","secondary",6,"43.7207928,10.4212975","43.7207559,10.4213933",8.741,1027,23,158,"night"
95,586028856,"Via Guido De Ruggiero","tertiary",4,"43.7148018,10.4228048","43.7135666,10.4279586",440.926,440,44,36,"night"
96,5532529,"Largo San Zeno","secondary",6,"43.7238522,10.4081109","43.7237826,10.4080733",8.305,400,25,57,"night"
97,5532529,"Largo San Zeno","secondary",6,"43.7237364,10.4083325","43.7237453,10.4086219",24.938,23,41,2,"night"
