"id","osm_id","name","highway","z_order","xy_start","xy_end","length","distance","speed","travel_time","daytime"
23,5532527,"Largo San Zeno","secondary",6,"43.72367,10.4081384","43.7237548,10.4081285",33.857,8,29,1,"evening"
24,22756395,"Via Enrico Betti","residential",3,"43.71468606,10.4147375","43.7147767,10.4154706",59.941,61,24,9,"evening"
25,53352069,"Via San Francesco","tertiary",4,"43.7187854,10.4104574","43.7185484,10.407387",248.841,250,30,30,"evening"
26,5532529,"Largo San Zeno","secondary",6,"43.7237826,10.4080733","43.7238522,10.4081109",8.305,7,25,1,"evening"
27,5532529,"Largo San Zeno","secondary",6,"43.7237453,10.4086219","43.7237364,10.4083325",24.938,23,28,3,"evening"
28,19881666,"Via Edmondo De Amicis","tertiary",4,"43.7167983,10.4086851","43.7187854,10.4104574",264.892,266,29,33,"evening"
29,23041063,"Via Filippo Buonarroti","tertiary",4,"43.719991,10.4073511","43.7227183,10.406856",313.618,315,32,36,"evening"
30,23041063,"Via Filippo Buonarroti","tertiary",4,"43.7185484,10.407387","43.7194857,10.4073934",104.155,104,34,11,"evening"
31,22756393,"Piazza Bartolo da Sassoferrato","residential",3,"43.7137633,10.4148855","43.7142393,10.4148417",54.474,56,18,11,"evening"
32,5531268,"Via Angelo Battelli","residential",3,"43.7190161,10.4107341","43.7187854,10.4104574",34.13,33,20,6,"evening"
33,5531268,"Via Angelo Battelli","residential",3,"43.7201097,10.4116481","43.7190161,10.4107341",142.38,141,30,17,"evening"
34,5531268,"Via Angelo Battelli","residential",3,"43.7190161,10.4107341","43.7188246,10.4108639",29.421,30,27,4,"evening"
35,5531268,"Via Angelo Battelli","residential",3,"43.720145,10.4118468","43.7201983,10.4117224",51.824,15,18,3,"evening"
36,216688809,"Ponte della Fortezza","tertiary",24,"43.7131101,10.4078224","43.7139021,10.4085214",104.556,106,21,18,"evening"
37,172260489,"Via Manara Valgimigli","tertiary",4,"43.7148018,10.4228048","43.7149967,10.4186284",231.876,1286,28,167,"evening"
38,7997357,"Via San Giovanni Bosco","tertiary",4,"43.7187854,10.4104574","43.7189213,10.4192172",736.227,737,34,77,"evening"
39,153762364,"Via Angelo Battelli","residential",3,"43.7203783,10.4119035","43.7228517,10.413959",321.072,321,31,37,"evening"
40,305150886,"Via Giuseppe Moruzzi","secondary",6,"43.719849,10.4232674","43.720509,10.42203",123.775,124,41,11,"evening"
41,586894645,"Via Giuseppe Moruzzi","secondary",6,"43.7205632,10.4218318","43.7206196,10.4219079",32.811,7,25,1,"evening"
42,306121758,"Via del Giardino","tertiary",4,"43.7165645,10.4074882","43.7167983,10.4086851",99.891,100,20,18,"evening"
43,18504806,"Via Santa Marta","tertiary",4,"43.7147755,10.4089727","43.7139021,10.4085214",104.232,114,22,19,"evening"
44,22998347,"Via Santa Marta","tertiary",4,"43.7147755,10.4089727","43.7167983,10.4086851",231.275,1075,23,165,"evening"
45,20182095,"Lungarno Mediceo","tertiary",4,"43.7162818,10.4021489","43.7139021,10.4085214",579.583,582,24,87,"evening"
46,22756396,"Via Baldo degli Ubaldi","residential",3,"43.7142393,10.4148417","43.71468721,10.41473408",50.516,48,22,8,"evening"
47,22754018,"Via Renato Falconcini","residential",3,"43.7128677,10.4148689","43.7137633,10.4148855",99.516,101,24,15,"evening"
48,55804752,"Via Alberto Paparelli","secondary",6,"43.723107,10.4150306","43.7244612,10.4099984",432.512,428,47,33,"evening"
49,22887248,"Via San Zeno","tertiary",4,"43.7227183,10.406856","43.7235612,10.4078944",125.653,123,19,23,"evening"
50,302077653,"Via San Zeno","tertiary",4,"43.7236725,10.4079423","43.7236307,10.408072",29.216,10,36,1,"evening"
51,18500684,"Largo Bruno Pontecorvo","tertiary",4,"43.7194857,10.4073934","43.719991,10.4073511",56.289,57,34,6,"evening"
52,371008465,"Via Provinciale Calcesana","secondary",6,"43.7211904,10.4225777","43.7207631,10.4217716",80.794,82,30,10,"evening"
53,371008465,"Via Provinciale Calcesana","secondary",6,"43.7211904,10.4225777","43.7207502,10.4218438",77.37,77,31,9,"evening"
54,371008465,"Via Provinciale Calcesana","secondary",6,"43.7214824,10.4230627","43.7211904,10.4225777",50.889,52,37,5,"evening"
55,5530575,"Via Alberto Paparelli","secondary",6,"43.7245741,10.409536","43.7246654,10.4096648",75.698,16,29,2,"evening"
56,5530575,"Via Alberto Paparelli","secondary",6,"43.7230887,10.4154196","43.7228535,10.4153566",72.009,26,31,3,"evening"
57,22733272,"Via del Brennero","primary",7,"43.7244051,10.4084819","43.7231936,10.4033686",433.496,432,41,38,"evening"
58,22733272,"Via del Brennero","primary",7,"43.7247798,10.409756","43.7282595,10.4170385",712.303,711,52,49,"evening"
59,5534755,"Via del Brennero","primary",7,"43.7245464,10.4087455","43.7244631,10.4088158",54.134,10,36,1,"evening"
60,5534755,"Via del Brennero","primary",7,"43.7247213,10.4095372","43.7246715,10.409098",36.297,36,32,4,"evening"
61,5534755,"Via del Brennero","primary",7,"43.7245348,10.4091379","43.7246654,10.4096648",53.523,54,32,6,"evening"
62,5534755,"Via del Brennero","primary",7,"43.7246654,10.4096648","43.7247213,10.4095372",13.33,13,23,2,"evening"
63,5534755,"Via del Brennero","primary",7,"43.7246654,10.4096648","43.7247213,10.4095372",33.681,13,23,2,"evening"
64,586894648,"Via di Pratale","secondary",6,"43.7207559,10.4213933","43.7207928,10.4212975",8.741,8,29,1,"evening"
65,20179148,"Via di Pratale","tertiary",3,"43.7224377,10.4154385","43.7241501,10.4085276",612.211,607,27,80,"evening"
66,20179148,"Via di Pratale","tertiary",3,"43.7227171,10.4155317","43.7224377,10.4154385",41.397,41,25,6,"evening"
67,20179148,"Via di Pratale","tertiary",3,"43.7223211,10.4158478","43.7224377,10.4154385",35.436,33,40,3,"evening"
68,20179148,"Via di Pratale","tertiary",3,"43.7223211,10.4158478","43.7227235,10.4158145",51.934,49,29,6,"evening"
69,20179148,"Via di Pratale","tertiary",3,"43.7207928,10.4212975","43.7223211,10.4158478",470.947,472,40,43,"evening"
70,20179148,"Via di Pratale","tertiary",3,"43.7207273,10.4216654","43.7206263,10.4216372",46.652,10,36,1,"evening"
71,25365523,"Via Pasquale Landi","residential",3,"43.7137633,10.4148855","43.7130799,10.4162781",138.311,396,13,106,"evening"
72,18763216,"Via Giovanni Di Simone","tertiary",4,"43.7185484,10.407387","43.7165645,10.4074882",228.077,229,20,42,"evening"
73,7997355,"Via Giuseppe Garibaldi","tertiary",4,"43.7155623,10.4126274","43.7147755,10.4089727",307.537,307,27,41,"evening"
74,7997355,"Via Giuseppe Garibaldi","tertiary",4,"43.7188975,10.4192098","43.7185364,10.4195035",158.125,51,37,5,"evening"
75,182850701,"Via Lucchese","tertiary",4,"43.7256677,10.4040832","43.7248799,10.4086442",381.417,382,37,37,"evening"
76,22733272,"Via del Brennero","primary",7,"43.7282595,10.4170385","43.7247798,10.409756",712.303,710,53,48,"evening"
77,22733272,"Via del Brennero","primary",7,"43.7231936,10.4033686","43.7244051,10.4084819",433.496,432,38,41,"evening"
78,22887248,"Via San Zeno","tertiary",4,"43.7235612,10.4078944","43.7227183,10.406856",125.653,123,30,15,"evening"
79,23041063,"Via Filippo Buonarroti","tertiary",4,"43.7227183,10.406856","43.719991,10.4073511",313.618,315,32,35,"evening"
80,18500684,"Largo Bruno Pontecorvo","tertiary",4,"43.719991,10.4073511","43.7194857,10.4073934",56.289,57,34,6,"evening"
81,23041063,"Via Filippo Buonarroti","tertiary",4,"43.7194857,10.4073934","43.7185484,10.407387",104.155,104,29,13,"evening"
82,55804752,"Via Alberto Paparelli","secondary",6,"43.7244612,10.4099984","43.723107,10.4150306",432.512,428,45,34,"evening"
83,914150576,"Via Mahatma Gandhi","tertiary",4,"43.7246497,10.4160267","43.7233343,10.4156571",153.622,152,50,11,"evening"
84,153762364,"Via Angelo Battelli","residential",3,"43.7228517,10.413959","43.7203783,10.4119035",321.072,321,30,39,"evening"
85,305150886,"Via Giuseppe Moruzzi","secondary",6,"43.720509,10.42203","43.719849,10.4232674",123.775,124,41,11,"evening"
86,305150885,"Via Alessandro Volpi","secondary",6,"43.7205039,10.4215927","43.7194316,10.4203089",158.606,244,33,27,"evening"
87,102841475,"Via Giuseppe Garibaldi","tertiary",4,"43.7155623,10.4126274","43.7183882,10.4185568",581.647,580,28,74,"evening"
88,216688809,"Ponte della Fortezza","tertiary",24,"43.7139021,10.4085214","43.7131101,10.4078224",104.556,121,21,21,"evening"
89,18504806,"Via Santa Marta","tertiary",4,"43.7139021,10.4085214","43.7147755,10.4089727",104.232,105,27,14,"evening"
90,25365523,"Via Pasquale Landi","residential",3,"43.7130799,10.4162781","43.7137633,10.4148855",138.311,218,22,35,"evening"
91,22756395,"Via Enrico Betti","residential",3,"43.7147767,10.4154706","43.71468606,10.4147375",59.941,61,18,12,"evening"
92,22756394,"Largo Concetto Marchesi","residential",3,"43.7149967,10.4186284","43.7147767,10.4154706",255.747,258,21,44,"evening"
93,586028856,"Via Guido De Ruggiero","tertiary",4,"43.7135666,10.4279586","43.7148018,10.4228048",440.926,440,37,43,"evening"
94,586894648,"Via di Pratale","secondary",6,"43.7207928,10.4212975","43.7207559,10.4213933",8.741,1027,23,162,"evening"
95,586028856,"Via Guido De Ruggiero","tertiary",4,"43.7148018,10.4228048","43.7135666,10.4279586",440.926,440,37,43,"evening"
96,5532529,"Largo San Zeno","secondary",6,"43.7238522,10.4081109","43.7237826,10.4080733",8.305,400,23,63,"evening"
97,5532529,"Largo San Zeno","secondary",6,"43.7237364,10.4083325","43.7237453,10.4086219",24.938,23,41,2,"evening"
