"id","osm_id","name","highway","z_order","xy_start","xy_end","length","distance","speed","travel_time","daytime"
34,31,"Via Angelo Battelli","tertiary",0,"43.7190161,10.4107341","43.7188246,10.4108639","43.7188246,10.4108639",30,22,5,"evening"
36,33,"Ponte della Fortezza","tertiary",0,"43.7131101,10.4078224","43.7139021,10.4085214","43.7139021,10.4085214",106,13,30,"evening"
37,34,"Via Manara Valgimigli","tertiary",0,"43.7148018,10.4228048","43.7150810, 10.4187141","43.7150810, 10.4187141",329,16,76,"evening"
38,35,"Via San Giovanni Bosco","tertiary",0,"43.7187854,10.4104574","43.7189213,10.4192172","736.227",737,31,85,"evening"
39,36,"Via Angelo Battelli","residential",0,"43.7203783,10.4119035","43.7228517,10.413959","321.072",321,31,37,"evening"
40,37,"Via Giuseppe Moruzzi","secondary",0,"43.719849,10.4232674","43.720509,10.42203","43.720509,10.42203",124,19,24,"evening"
42,39,"Via del Giardino","tertiary",0,"43.7165645,10.4074882","43.7167983,10.4086851","43.7167983,10.4086851",100,12,31,"evening"
43,40,"Via Santa Marta","tertiary",0,"43.7147755,10.4089727","43.7139021,10.4085214","43.7139021,10.4085214",114,19,22,"evening"
44,41,"Via Santa Marta","tertiary",0,"43.7147755,10.4089727","43.7167974,10.4088015","231.275",228,22,38,"evening"
45,42,"Lungarno Mediceo","tertiary",0,"43.7162818,10.4021489","43.7139021,10.4085214","579.583",582,26,81,"evening"
46,43,"Via Baldo degli Ubaldi","residential",0,"43.7142393,10.4148417","43.71468721,10.41473408","43.71468721,10.41473408",48,22,8,"evening"
47,44,"Via Renato Falconcini","residential",0,"43.7128677,10.4148689","43.7137633,10.4148855","43.7137633,10.4148855",101,23,16,"evening"
48,45,"Via Alberto Paparelli","secondary",0,"43.723107,10.4150306","43.7244612,10.4099984","432.512",428,43,36,"evening"
49,46,"Via San Zeno","tertiary",0,"43.7227183,10.406856","43.7235612,10.4078944","43.7235612,10.4078944",123,20,22,"evening"
51,48,"Largo Bruno Pontecorvo","tertiary",0,"43.7194857,10.4073934","43.719991,10.4073511","43.719991,10.4073511",57,29,7,"evening"
52,49,"Via Provinciale Calcesana","secondary",0,"43.7211904,10.4225777","43.7207631,10.4217716","43.7207631,10.4217716",82,25,12,"evening"
53,50,"Via Provinciale Calcesana","secondary",0,"43.7211904,10.4225777","43.7207502,10.4218438","43.7207502,10.4218438",77,25,11,"evening"
54,51,"Via Provinciale Calcesana","secondary",0,"43.7214824,10.4230627","43.7211904,10.4225777","43.7211904,10.4225777",52,31,6,"evening"
57,54,"Via del Brennero","primary",0,"43.7244051,10.4084819","43.7231936,10.4033686","433.496",432,39,40,"evening"
58,55,"Via del Brennero","primary",0,"43.7247798,10.409756","43.7282595,10.4170385","43.7282595,10.4170385",711,52,49,"evening"
64,61,"Via di Pratale","secondary",0,"43.7207559,10.4213933","43.7207928,10.4212975","43.7207928,10.4212975",8,29,1,"evening"
65,62,"Via di Pratale","tertiary",0,"43.7224377,10.4154385","43.7241501,10.4085276","43.7241501,10.4085276",607,23,94,"evening"
67,64,"Via di Pratale","tertiary",0,"43.7223211,10.4158478","43.7224377,10.4154385","43.7224377,10.4154385",33,30,4,"evening"
69,66,"Via di Pratale","secondary",0,"43.7207928,10.4212975","43.7223211,10.4158478","470.947",472,37,46,"evening"
71,68,"Via Pasquale Landi","residential",0,"43.71374469,10.4149109","43.7130799,10.4162781","43.7130799,10.4162781",131,18,26,"evening"
72,69,"Via Giovanni Di Simone","tertiary",0,"43.7185484,10.407387","43.7165645,10.4074882","43.7165645,10.4074882",229,20,42,"evening"
73,70,"Via Giuseppe Garibaldi","tertiary",0,"43.7155623,10.4126274","43.7147755,10.4089727","307.537",307,22,51,"evening"
75,72,"Via Lucchese","tertiary",0,"43.7256677,10.4040832","43.7248799,10.4086442","381.417",382,31,44,"evening"
76,73,"Via del Brennero","primary",0,"43.7282595,10.4170385","43.7247798,10.409756","43.7247798,10.409756",710,52,49,"evening"
77,74,"Via del Brennero","primary",0,"43.7231936,10.4033686","43.7244051,10.4084819","433.496",432,37,42,"evening"
78,75,"Via San Zeno","tertiary",0,"43.7235612,10.4078944","43.7227183,10.406856","43.7227183,10.406856",123,16,27,"evening"
79,76,"Via Filippo Buonarroti","tertiary",0,"43.7227183,10.406856","43.719991,10.4073511","313.618",315,28,40,"evening"
80,77,"Largo Bruno Pontecorvo","tertiary",0,"43.719991,10.4073511","43.7194857,10.4073934","43.7194857,10.4073934",57,29,7,"evening"
81,78,"Via Filippo Buonarroti","tertiary",0,"43.7194857,10.4073934","43.7185484,10.407387","43.7185484,10.407387",104,29,13,"evening"
82,79,"Via Alberto Paparelli","secondary",0,"43.7244612,10.4099984","43.723107,10.4150306","432.512",428,43,36,"evening"
83,80,"Via Mahatma Gandhi","secondary",0,"43.7246497,10.4160267","43.7233343,10.4156571","43.7233343,10.4156571",152,42,13,"evening"
84,81,"Via Angelo Battelli","residential",0,"43.7228517,10.413959","43.7203783,10.4119035","321.072",321,26,45,"evening"
85,82,"Via Giuseppe Moruzzi","secondary",0,"43.720509,10.42203","43.719849,10.4232674","43.719849,10.4232674",124,41,11,"evening"
86,83,"Via Alessandro Volpi","secondary",0,"43.7194789,10.4203308","43.7205091,10.4215981","158.606",156,27,21,"evening"
87,84,"Via Giuseppe Garibaldi","tertiary",0,"43.7155623,10.4126274","43.7183882,10.4185568","43.7183882,10.4185568",580,31,68,"evening"
88,85,"Ponte della Fortezza","tertiary",0,"43.7138628, 10.4084460","43.7131101,10.4078224","43.7131101,10.4078224",98,24,15,"evening"
89,86,"Via Santa Marta","tertiary",0,"43.71401691, 10.4085360","43.7147794, 10.4089545","43.7147794, 10.4089545",443,13,121,"evening"
90,87,"Via Pasquale Landi","residential",0,"43.713176, 10.416209","43.7137486, 10.4149428","43.7137486, 10.4149428",121,17,26,"evening"
91,88,"Via Enrico Betti","residential",0,"43.7147767,10.4154706","43.71468606,10.4147375","43.71468606,10.4147375",61,24,9,"evening"
92,89,"Largo Concetto Marchesi","residential",0,"43.7149967,10.4186284","43.7147767,10.4154706","255.747",258,20,46,"evening"
93,90,"Via Guido De Ruggiero","tertiary",0,"43.7135666,10.4279586","43.7148018,10.4228048","440.926",440,32,49,"evening"
95,92,"Via Guido De Ruggiero","tertiary",0,"43.7148018,10.4228048","43.7135666,10.4279586","440.926",440,35,45,"evening"
1,95,"Via Manara Valgimigli","tertiary",0,"43.7148018, 10.4228048","43.7150819, 10.418705","43.7150819, 10.418705",330,16,76,"evening"
2,96,"Via Manara Valgimigli","tertiary",0,"43.7149967,10.4186284","43.7148018,10.4228048","43.7148018,10.4228048",338,16,76,"evening"
