"id","osm_id","name","highway","z_order","xy_start","xy_end","length","distance","speed","travel_time","daytime"
4,1,"Via Silvestro Centofanti","tertiary",0,"43.7189284,10.4122208","43.7200957,10.4118406",135.941,135,26,19,"night"
5,2,"Via Giuseppe Garibaldi","tertiary",0,"43.7183882,10.4185568","43.7155623,10.4126274",581.647,580,38,55,"night"
6,3,"Via Pietro Nenni","secondary",0,"43.7149728,10.4214977","43.7114958,10.4206545",392.253,393,36,39,"night"
7,4,"Via Pietro Nenni","secondary",0,"43.7110589,10.420667","43.7149592,10.4216014",439.854,435,19,83,"night"
8,5,"Via Vittorio Veneto","secondary",0,"43.7241501,10.4085276","43.7201804,10.4116774",534.985,532,31,62,"night"
9,6,"Largo Concetto Marchesi","residential",0,"43.7147767,10.4154706","43.7150268,10.4185764",255.747,251,30,30,"night"
10,7,"Lungarno Bruno Buozzi","tertiary",0,"43.7139021,10.4085214","43.7129728,10.4094426",129.87,130,33,14,"night"
11,8,"Via Vincenzo Gioberti","residential",0,"43.7130444,10.4140899","43.7155623,10.4126274",313.045,315,30,38,"night"
12,9,"Via Lucchese","tertiary",0,"43.7248799,10.4086442","43.7256677,10.4040832",381.417,382,40,34,"night"
13,10,"Via Alessandro Volpi","secondary",0,"43.7194316,10.4203089","43.7205039,10.4215927",158.606,159,41,14,"night"
19,16,"Via Mahatma Gandhi","unclassified",0,"43.7233343,10.4156571","43.7246497,10.4160267",153.622,152,46,12,"night"
17,14,"Via Gino Luzzato","secondary_dual_lane",0,"43.7185349,10.4195966","43.7149728,10.4214977",468.418,469,44,38,"night"
18,15,"Via Gino Luzzato","secondary_dual_lane",0,"43.7149592,10.4216014","43.7189215,10.4201363",485.202,484,40,44,"night"
21,18,"Largo San Zeno","secondary",0,"43.7241392,10.4074209","43.723718,10.4079327",62.845,67,27,9,"night"
22,19,"Largo San Zeno","secondary",0,"43.7238522,10.4081109","43.7243786,10.4083981",62.899,65,23,10,"night"
24,21,"Via Enrico Betti","residential",0,"43.71468606,10.4147375","43.7147767,10.4154706",59.941,61,24,9,"night"
25,22,"Via San Francesco","tertiary",0,"43.7187854,10.4104574","43.7185484,10.407387",248.841,250,27,33,"night"
28,25,"Via Edmondo De Amicis","tertiary",0,"43.7167983,10.4086851","43.7187854,10.4104574",264.892,266,27,35,"night"
29,26,"Via Filippo Buonarroti","tertiary",0,"43.719991,10.4073511","43.7227183,10.406856",313.618,315,31,37,"night"
30,27,"Via Filippo Buonarroti","tertiary",0,"43.7185484,10.407387","43.7194857,10.4073934",104.155,104,29,13,"night"
31,28,"Piazza Bartolo da Sassoferrato","residential",0,"43.7137633,10.4148855","43.7142393,10.4148417",54.474,56,20,10,"night"
32,29,"Via Angelo Battelli","tertiary",0,"43.7190161,10.4107341","43.7187854,10.4104574",34.13,33,30,4,"night"
33,30,"Via Angelo Battelli","tertiary",0,"43.7201097,10.4116481","43.7190161,10.4107341",142.38,141,30,17,"night"
34,31,"Via Angelo Battelli","tertiary",0,"43.7190161,10.4107341","43.7188246,10.4108639",29.421,30,27,4,"night"
36,33,"Ponte della Fortezza","tertiary",0,"43.7131101,10.4078224","43.7139021,10.4085214",104.556,106,18,21,"night"
37,34,"Via Manara Valgimigli","tertiary",0,"43.7148018,10.4228048","43.7150810, 10.4187141",231.876,329,24,50,"night"
38,35,"Via San Giovanni Bosco","tertiary",0,"43.7187854,10.4104574","43.7189213,10.4192172",736.227,737,36,74,"night"
39,36,"Via Angelo Battelli","residential",0,"43.7203783,10.4119035","43.7228517,10.413959",321.072,321,29,40,"night"
40,37,"Via Giuseppe Moruzzi","secondary",0,"43.719849,10.4232674","43.720509,10.42203",123.775,124,50,9,"night"
42,39,"Via del Giardino","tertiary",0,"43.7165645,10.4074882","43.7167983,10.4086851",99.891,100,19,19,"night"
43,40,"Via Santa Marta","tertiary",0,"43.7147755,10.4089727","43.7139021,10.4085214",104.232,114,21,20,"night"
44,41,"Via Santa Marta","tertiary",0,"43.7147755,10.4089727","43.7167974,10.4088015",231.275,228,25,33,"night"
45,42,"Lungarno Mediceo","tertiary",0,"43.7162818,10.4021489","43.7139021,10.4085214",579.583,582,32,66,"night"
46,43,"Via Baldo degli Ubaldi","residential",0,"43.7142393,10.4148417","43.71468721,10.41473408",50.516,48,22,8,"night"
47,44,"Via Renato Falconcini","residential",0,"43.7128677,10.4148689","43.7137633,10.4148855",99.516,101,21,17,"night"
48,45,"Via Alberto Paparelli","secondary",0,"43.723107,10.4150306","43.7244612,10.4099984",432.512,428,51,30,"night"
49,46,"Via San Zeno","tertiary",0,"43.7227183,10.406856","43.7235612,10.4078944",125.653,123,23,19,"night"
51,48,"Largo Bruno Pontecorvo","tertiary",0,"43.7194857,10.4073934","43.719991,10.4073511",56.289,57,29,7,"night"
52,49,"Via Provinciale Calcesana","secondary",0,"43.7211904,10.4225777","43.7207631,10.4217716",80.794,82,37,8,"night"
53,50,"Via Provinciale Calcesana","secondary",0,"43.7211904,10.4225777","43.7207502,10.4218438",77.37,77,40,7,"night"
54,51,"Via Provinciale Calcesana","secondary",0,"43.7214824,10.4230627","43.7211904,10.4225777",50.889,52,31,6,"night"
57,54,"Via del Brennero","primary",0,"43.7244051,10.4084819","43.7231936,10.4033686",433.496,432,41,38,"night"
58,55,"Via del Brennero","primary",0,"43.7247798,10.409756","43.7282595,10.4170385",712.303,711,56,46,"night"
64,61,"Via di Pratale","secondary",0,"43.7207559,10.4213933","43.7207928,10.4212975",8.741,8,29,1,"night"
65,62,"Via di Pratale","tertiary",0,"43.7224377,10.4154385","43.7241501,10.4085276",612.211,607,34,65,"night"
67,64,"Via di Pratale","tertiary",0,"43.7223211,10.4158478","43.7224377,10.4154385",35.436,33,40,3,"night"
69,66,"Via di Pratale","secondary",0,"43.7207928,10.4212975","43.7223211,10.4158478",470.947,472,41,41,"night"
71,68,"Via Pasquale Landi","residential",0,"43.71374469,10.4149109","43.7130799,10.4162781",138.311,131,18,26,"night"
72,69,"Via Giovanni Di Simone","tertiary",0,"43.7185484,10.407387","43.7165645,10.4074882",228.077,229,19,44,"night"
73,70,"Via Giuseppe Garibaldi","tertiary",0,"43.7155623,10.4126274","43.7147755,10.4089727",307.537,307,29,38,"night"
75,72,"Via Lucchese","tertiary",0,"43.7256677,10.4040832","43.7248799,10.4086442",381.417,382,37,37,"night"
76,73,"Via del Brennero","primary",0,"43.7282595,10.4170385","43.7247798,10.409756",712.303,710,57,45,"night"
77,74,"Via del Brennero","primary",0,"43.7231936,10.4033686","43.7244051,10.4084819",433.496,432,40,39,"night"
78,75,"Via San Zeno","tertiary",0,"43.7235612,10.4078944","43.7227183,10.406856",125.653,123,25,18,"night"
79,76,"Via Filippo Buonarroti","tertiary",0,"43.7227183,10.406856","43.719991,10.4073511",313.618,315,32,36,"night"
80,77,"Largo Bruno Pontecorvo","tertiary",0,"43.719991,10.4073511","43.7194857,10.4073934",56.289,57,34,6,"night"
81,78,"Via Filippo Buonarroti","tertiary",0,"43.7194857,10.4073934","43.7185484,10.407387",104.155,104,29,13,"night"
82,79,"Via Alberto Paparelli","secondary",0,"43.7244612,10.4099984","43.723107,10.4150306",432.512,428,45,34,"night"
83,80,"Via Mahatma Gandhi","secondary",0,"43.7246497,10.4160267","43.7233343,10.4156571",153.622,152,55,10,"night"
84,81,"Via Angelo Battelli","residential",0,"43.7228517,10.413959","43.7203783,10.4119035",321.072,321,32,36,"night"
85,82,"Via Giuseppe Moruzzi","secondary",0,"43.720509,10.42203","43.719849,10.4232674",123.775,124,41,11,"night"
86,83,"Via Alessandro Volpi","secondary",0,"43.7194789,10.4203308","43.7205091,10.4215981",158.606,156,40,14,"night"
87,84,"Via Giuseppe Garibaldi","tertiary",0,"43.7155623,10.4126274","43.7183882,10.4185568",581.647,580,35,60,"night"
88,85,"Ponte della Fortezza","tertiary",0,"43.7138628, 10.4084460","43.7131101,10.4078224",104.556,98,25,14,"night"
89,86,"Via Santa Marta","tertiary",0,"43.71401691, 10.4085360","43.7147794, 10.4089545",104.232,443,13,120,"night"
90,87,"Via Pasquale Landi","residential",0,"43.713176, 10.416209","43.7137486, 10.4149428",138.311,121,17,26,"night"
91,88,"Via Enrico Betti","residential",0,"43.7147767,10.4154706","43.71468606,10.4147375",59.941,61,31,7,"night"
92,89,"Largo Concetto Marchesi","residential",0,"43.7149967,10.4186284","43.7147767,10.4154706",255.747,258,27,34,"night"
93,90,"Via Guido De Ruggiero","tertiary",0,"43.7135666,10.4279586","43.7148018,10.4228048",440.926,440,42,38,"night"
95,92,"Via Guido De Ruggiero","tertiary",0,"43.7148018,10.4228048","43.7135666,10.4279586",440.926,440,38,42,"night"
1,95,"Via Manara Valgimigli","tertiary",0,"43.7148018, 10.4228048","43.7150819, 10.418705",98.545,330,24,50,"night"
2,96,"Via Manara Valgimigli","tertiary",0,"43.7149967,10.4186284","43.7148018,10.4228048",231.876,338,18,67,"night"
