"id","osm_id","name","highway","z_order","xy_start","xy_end","length","distance","speed","travel_time","daytime"
1,147950966,"Cavalcavia Alcide De Gasperi","tertiary",0,"40.6326907,17.9417864","40.6305137,17.9397958",296.784051706182,296,38,28,"night"
2,34024914,"Cavalcavia Alcide De Gasperi","tertiary",0,"40.6304466,17.9398572","40.6326582,17.9418449",299.774882109789,300,39,28,"night"
3,34063499,"Corso Roma","tertiary",0,"40.6327765,17.9418998","40.6333678,17.9424338",79.7044620700969,79,28,10,"night"
4,34063502,"Corso Roma","unclassified",0,"40.6355363,17.944474","40.636799,17.9456473",171.797118230388,167,16,38,"night"
5,34063503,"Via Conserva","tertiary",0,"40.6350416,17.9447761","40.6355363,17.944474",60.5887542743356,58,17,12,"night"
6,34149880,"Piazza Vittorio Emanuele II","unclassified",0,"40.6394855,17.9481199","40.6399352,17.9485625",62.4760599658692,60,17,13,"night"
7,34149881,"Piazza Vittorio Emanuele II","unclassified",0,"40.6399352,17.9485625","40.6402126,17.9482732",41.5457013143019,38,17,8,"night"
8,147850823,"Cavalcavia Alcide De Gasperi","tertiary",0,"40.6327765,17.9418998","40.6326907,17.9417864",13.5210292954077,24,43,2,"night"
9,147950975,"Cavalcavia Alcide De Gasperi","tertiary",0,"40.6326582,17.9418449","40.6327765,17.9418998",13.9337187850989,15,54,1,"night"
10,263375140,"Via Porta Lecce","tertiary",0,"40.6331085,17.9457904","40.6350416,17.9447761",231.235318131338,232,30,28,"night"
11,263375142,"Via Porta Lecce","tertiary",0,"40.632145,17.9461589","40.6325866,17.9460503",50.1945519415477,54,32,6,"night"
12,263943845,"Piazza Vittorio Emanuele II","unclassified",0,"40.6402126,17.9482732","40.6398219,17.947574",73.5519520889763,74,14,19,"night"
13,264441358,"Via Nazario Sauro","tertiary",0,"40.6317907,17.9437119","40.6321603,17.9431823",78.9390206250295,77,16,17,"night"
14,265859409,"Via Nazario Sauro","tertiary",0,"40.6321603,17.9431823","40.6317846,17.9436522",63.3939752630396,66,24,10,"night"
15,268276536,"Corso Roma","tertiary",0,"40.6335762,17.9426452","40.6343449,17.9433481",104.03709411498,103,26,14,"night"
16,268276569,"Via Saponea","tertiary",0,"40.6346387,17.9436377","40.6350416,17.9447761",106.778621727775,107,19,20,"night"
17,422354399,"Via Porta Lecce","tertiary",0,"40.6325866,17.9460503","40.6329511,17.9458786",43.0041140651598,43,39,4,"night"
18,422354400,"Via Porta Lecce","tertiary",0,"40.6329511,17.9458786","40.6331085,17.9457904",19.0048618992463,19,34,2,"night"
19,432159683,"Via del mare","residential",0,"40.6394855,17.9481199","40.6393668,17.9483306",22.1680953586052,20,24,3,"night"
20,432159685,"Piazza delle Capitanerie di Porto","tertiary",0,"40.6393052,17.9486561","40.6391981,17.9483632",54.9009112676562,315,15,77,"night"
21,432160322,"Via del Mare","tertiary",0,"40.6356734,17.9489021","40.632629,17.9470327",377.124677034678,378,38,36,"night"
22,591643197,"Via Bastioni San Giacomo","tertiary",0,"40.6321039,17.9459428","40.6320642,17.9460888",13.230612081179,13,47,1,"night"
23,591643198,"Via Bastioni San Giacomo","tertiary",0,"40.6321223,17.9461126","40.6321039,17.9459428",14.8357323241411,17,31,2,"night"
24,591643199,"Via del Mare","tertiary",0,"40.6322208,17.9464718","40.6321471,17.946214",23.2970323960512,23,41,2,"night"
25,591643200,"Via del Mare","tertiary",0,"40.6320928,17.9462929","40.6322208,17.9464718",20.8331178303819,20,36,2,"night"
26,591643203,"Via del Mare","tertiary",0,"40.6357879,17.9490041","40.6361694,17.9495187",60.9407384855564,63,38,6,"night"
27,591643204,"Via del Mare","tertiary",0,"40.636199,17.9493759","40.6357879,17.9490041",55.5782088774467,56,34,6,"night"
28,591643205,"Via del Mare","tertiary",0,"40.6365416,17.9495662","40.6362717,17.9494171",32.5657679028917,32,38,3,"night"
29,591643206,"Via del Mare","tertiary",0,"40.6362319,17.9495408","40.6365416,17.9495662",34.4592037838264,35,32,4,"night"
30,591643208,"Via del Mare","tertiary",0,"40.6379764,17.9492263","40.6365416,17.9495662",168.122981977207,168,40,15,"night"
31,653154094,"Via del Mare","tertiary",0,"40.6379764,17.9492263","40.6393052,17.9486561",156.032703708041,157,25,23,"night"
32,653261036,"Via Bastioni San Giacomo","tertiary",0,"40.6317907,17.9437119","40.6321039,17.9459428",191.915900370599,198,25,29,"night"
33,653416973,"Corso Roma","tertiary",0,"40.6343449,17.9433481","40.6346387,17.9436377",40.8002509882754,43,26,6,"night"
34,686034646,"Via del Mare","tertiary",0,"40.6391981,17.9483632","40.6379764,17.9492263",154.142894325422,155,28,20,"night"
35,788653947,"Corso Roma","tertiary",0,"40.6333678,17.9424338","40.6335762,17.9426452",29.2473794425408,30,36,3,"night"
36,800130442,"Via del Mare","tertiary",0,"40.632629,17.9470327","40.6322208,17.9464718",65.805195232359,66,40,6,"night"
37,800130443,"Via del Mare","tertiary",0,"40.6357879,17.9490041","40.6356734,17.9489021",15.3663624817026,15,54,1,"night"
38,34024913,"Via Nazario Sauro","tertiary",0,"40.6321603,17.9431823","40.6327765,17.9418998",154.155509408164,153,19,29,"night"
39,34038725,"Via Bastioni San Giacomo","tertiary",0,"40.6317907,17.9437119","40.6317846,17.9436522",5.10534267457744,0,0,1,"night"
40,34063499,"Corso Roma","tertiary",0,"40.6333678,17.9424338","40.6327765,17.9418998",79.7044620700969,84,18,17,"night"
41,432159683,"Via del mare","residential",0,"40.6393668,17.9483306","40.6394855,17.9481199",22.1680953586052,594,19,114,"night"
42,432160322,"Via del Mare","tertiary",0,"40.632629,17.9470327","40.6356734,17.9489021",377.124677034678,378,43,32,"night"
43,591643208,"Via del Mare","tertiary",0,"40.6365416,17.9495662","40.6379764,17.9492263",168.122981977207,168,32,19,"night"
44,653261036,"Via Bastioni San Giacomo","tertiary",0,"40.6321039,17.9459428","40.6317907,17.9437119",191.915900370599,198,23,31,"night"
45,788653947,"Corso Roma","tertiary",0,"40.6335762,17.9426452","40.6333678,17.9424338",29.2473794425408,30,22,5,"night"
46,800130442,"Via del Mare","tertiary",0,"40.6322208,17.9464718","40.632629,17.9470327",65.805195232359,66,34,7,"night"
47,800130443,"Via del Mare","tertiary",0,"40.6356734,17.9489021","40.6357879,17.9490041",15.3663624817026,15,54,1,"night"
